Rank,Username,Categories,Subscribers,ISO-2,ISO-3,Average Visits,Average Likes,Average Comments
346,SonyAATH,Entertainment,20400000.00,US,USA,"89,500",782,49
347,IShowSpeed,Sports_game,20300000.00,US,USA,"2,500,000","101,600","5,000"
348,RobinHoodGamer1,Action_game,20300000.00,BR,BRA,"465,800","17,000",533
349,5MinuteCraftsPLAY,Lifestyle_(sociology),20300000.00,US,USA,"14,300",106,5
350,marvel,Video_game_culture,20300000.00,US,USA,"94,400","5,200",216
351,rkddigital,Film,20200000.00,IN,IND,"694,400","6,300",90
352,greengoldtv,Television_program,20100000.00,IN,IND,"42,000",930,0
353,gordonramsay,Food,20100000.00,GB,GBR,"114,900","2,800",117
354,BuzzFeedVideo,Entertainment,20100000.00,US,USA,"15,500",377,8
355,unboxtherapy,Technology,20100000.00,CA,CAN,"178,500","7,300",140
356,gusttavolimaoficial,Music,20100000.00,BR,BRA,"131,000","6,000",88
357,AuthenticGames,Action-adventure_game,20100000.00,BR,BRA,"20,100","2,200",34
358,bobbyprankster,Entertainment,20100000.00,IN,IND,"2,900,000","223,500",226
359,pencilmation,Television_program,20100000.00,US,USA,"179,700","1,500",88
360,PinkPanther,Television_program,20100000.00,US,USA,"274,200","1,700",0
361,ASGamingsahil,Lifestyle_(sociology),20100000.00,IN,IND,"227,400","22,500",618
362,React,Entertainment,20100000.00,US,USA,"133,300","5,400",214
363,PTXofficial,Music,20100000.00,US,USA,0,0,0
364,VEVO,Hip_hop_music,20100000.00,US,USA,"9,500",519,7
365,goldminesgreatindiancomedy2048,Entertainment,20000000.00,IN,IND,"5,800",39,2
366,BGT,Television_program,19900000.00,GB,GBR,"40,800",576,28
367,sctv_,Entertainment,19900000.00,ID,IDN,"10,900",225,13
368,ClashOfClans,Strategy_video_game,19900000.00,FI,FIN,"1,600,000","30,100",952
369,HaerteTest,Lifestyle_(sociology),19900000.00,DE,DEU,"18,600",76,7
370,Vsauce,Knowledge,19900000.00,US,USA,"4,500,000","449,000","3,600"
371,TroomTroom_Es,Entertainment,19800000.00,ES,ESP,"76,000","1,300",24
372,etvteluguindia,Television_program,19800000.00,IN,IND,"11,300",220,1
373,tabii.urdu,Entertainment,19800000.00,TR,TUR,"17,900",485,23
374,fifa,Association_football,19700000.00,CH,CHE,"43,200","2,100",28
375,CraftyPanda,Hobby,19700000.00,US,USA,"18,000",136,5
376,DLSNews,Society,19700000.00,IN,IND,"123,000","3,800",188
377,WowKidzAction,Entertainment,19600000.00,IN,IND,"21,300",90,0
378,JakeFellman,Video_game_culture,19500000.00,US,USA,"471,300","21,600",437
379,Slick_Slime_Sam_Spanish,Lifestyle_(sociology),19500000.00,MX,MEX,"100,500","2,200",0
380,Sidemen,Lifestyle_(sociology),19500000.00,GB,GBR,"9,200,000","284,800","8,200"
381,Mashaurso,Film,19500000.00,BR,BRA,"202,400","3,000",0
382,heidizidane9861,Entertainment,19400000.00,IN,IND,"12,800",65,0
383,busyfunltd9692,Film,19300000.00,IN,IND,"4,800,000","14,500",315
384,sonotek,Music,19300000.00,IN,IND,"9,800",396,70
385,ArabGamesNetwork,Video_game_culture,19300000.00,SA,SAU,"190,600","12,800",633
386,officialajaysharma07,Entertainment,19300000.00,IN,IND,"517,700","22,000",43
387,kbsworldtv,Entertainment,19300000.00,KR,KOR,"3,700",144,6
388,theodd1sout,Entertainment,19200000.00,US,USA,0,0,0
389,degoboom,Video_game_culture,19200000.00,CL,CHL,"156,100","5,200",22
390,turmadamonica,Entertainment,19100000.00,BR,BRA,"115,600","2,000",0
391,CalvinHarris,Music,19100000.00,GB,GBR,"71,300","3,500",156
392,howridiculous,Lifestyle_(sociology),19100000.00,AU,AUS,"3,700,000","68,300",312
393,Мирошка ТВ,Lifestyle_(sociology),19100000.00,US,USA,"9,000",21,1
394,MrDegreeOfficial,Food,19100000.00,US,USA,"4,000,000","124,900",113
395,jaanvipatel,Film,19100000.00,IN,IND,"19,100,000",0,"2,200"
396,Познаватель,Hobby,19100000.00,UA,UKR,"2,300,000","33,200","2,100"
397,shemaroobollywoodcomedy,Entertainment,19100000.00,IN,IND,"15,200",132,5
398,TEDEd,Knowledge,19100000.00,US,USA,"303,100","12,400",512
399,HiBestMan,Lifestyle_(sociology),19100000.00,RU,RUS,"1,300,000","49,300","1,600"
400,cardib,Music,19100000.00,US,USA,"131,800","11,500",475
401,smilefamilyspanish1463,Lifestyle_(sociology),19000000.00,US,USA,"83,800",107,0
402,LittleAngelEspanol,Entertainment,19000000.00,MX,MEX,"123,500",339,0
403,BayashiTV_,Lifestyle_(sociology),19000000.00,JP,JPN,"5,500,000","415,900","2,500"
404,DharMann,Film,19000000.00,US,USA,0,0,0
405,deepesh_zo,Film,18900000.00,IN,IND,"713,500","44,600",330
406,grammygoldofficial,Pop_music,18800000.00,TH,THA,"12,900",309,9
407,IanLucasOficial,Lifestyle_(sociology),18800000.00,AR,ARG,"5,600,000","401,700","2,700"
408,alia,Action_game,18800000.00,GB,GBR,"336,100","10,200",297
409,ArianaGrandeVevo,Pop_music,18700000.00,US,USA,0,0,0
410,MrMarmok,Action-adventure_game,18600000.00,RU,RUS,"3,600,000","328,100","6,700"
411,LikeNastya_Vlog,Hobby,18600000.00,RU,RUS,"484,100","1,800",0
412,elcanaldePlimPlim,Film,18600000.00,AR,ARG,"665,100",0,0
413,MileyCyrus,Music,18600000.00,US,USA,"449,000","32,100",254
414,andtvchannel,Television_program,18600000.00,IN,IND,"2,100",68,0
415,Blippi,Entertainment,18600000.00,US,USA,"722,900","3,800",0
416,rsiammusic,Music,18600000.00,TH,THA,"6,200",137,5
417,DanielSaboya,Hip_hop_music,18600000.00,BR,BRA,"12,600",544,6
418,PandaShorts,Entertainment,18500000.00,SE,SWE,"1,500,000","120,300",261
419,news18India,Society,18500000.00,IN,IND,"5,400",114,1
420,NaisaAlifiaYurizaNAY,Food,18400000.00,ID,IDN,"160,900","7,800",78
421,thewillyrex,Action-adventure_game,18400000.00,ES,ESP,"55,600","4,800",22
422,MSA.official,Film,18400000.00,US,USA,"4,300,000","96,800","3,600"
423,GoodMythicalMorning,Film,18400000.00,US,USA,"447,300","20,200",532
424,SonyMusicSouthVEVO,Music_of_Asia,18400000.00,IN,IND,"1,300",7,1
425,Squeezie,Lifestyle_(sociology),18400000.00,FR,FRA,"722,400","61,700",240
426,DannyFitt,Entertainment,18300000.00,US,USA,"340,000","14,200",128
427,korayzeynep,Lifestyle_(sociology),18200000.00,TR,TUR,"198,800","5,800",0
428,GENHALILINTAR,Lifestyle_(sociology),18200000.00,ID,IDN,"89,200","2,800",59
429,INCRIVEL_PT,Lifestyle_(sociology),18200000.00,BR,BRA,"8,900",415,13
430,Apple,Lifestyle_(sociology),18200000.00,US,USA,"3,000,000","18,300",0
431,LuisFonsiVEVO,Music,18200000.00,US,USA,"2,000,000","33,100","3,000"
432,manualdomundo,Technology,18200000.00,BR,BRA,"311,200","35,500",299
433,KatieAngelTV_,Lifestyle_(sociology),18200000.00,US,USA,0,0,0
434,LikeNastya_VNM,Entertainment,18200000.00,VN,VNM,"410,200",0,0
435,SebastianYatra,Pop_music,18200000.00,CO,COL,"26,300","2,000",92
436,TaarakMehtaKaOoltahChashmah,Television_program,18200000.00,IN,IND,"117,000","1,800",34
437,Aphmau,Video_game_culture,18000000.00,US,USA,"2,000,000","37,800","2,700"
438,TheGrefg,Action-adventure_game,18000000.00,ES,ESP,"145,900","10,400",82
439,RobleisIUTU,Action-adventure_game,18000000.00,AR,ARG,"267,500","18,500",426
440,lescopaque,Entertainment,18000000.00,MY,MYS,"67,500","1,600",0
441,tanboykun,Food,18000000.00,ID,IDN,"1,400,000","25,400","1,400"
442,BispoBrunoLeonardo,Lifestyle_(sociology),18000000.00,BR,BRA,"762,100","276,400","154,000"
443,News24thinkfirst,News,18000000.00,IN,IND,"4,400",93,4
444,ZuniandFamilyofficial,Lifestyle_(sociology),18000000.00,ID,IDN,"58,300",177,0
445,YounesZarou,Lifestyle_(sociology),18000000.00,DE,DEU,"212,600","8,300",37
446,FunForKidsTVHindiRhymes,Film,18000000.00,IN,IND,"89,900",323,0
447,demilovato,Pop_music,18000000.00,US,USA,"34,300","5,200",166
448,AMARINTVHD,Television_program,18000000.00,TH,THA,"9,000",137,5
449,GameTheory,Action_game,18000000.00,US,USA,"2,600,000","120,000","4,500"
450,Narendra Modi,Politics,17900000.00,IN,IND,"63,600",75,0
451,Jane_asmr,Food,17800000.00,KR,KOR,"131,600","2,600",190
452,portadosfundos,Entertainment,17800000.00,BR,BRA,"390,100","26,200",184
453,zbingz,Action_game,17800000.00,TH,THA,"458,300","11,300",367
454,mgcplayhouse,Music,17800000.00,US,USA,"56,300",96,0
455,pawansahu777,Health,17800000.00,IN,IND,"1,700,000","129,400",912
456,thexoteam,Entertainment,17800000.00,US,USA,"797,600","50,400",179
457,Lil Pump,Hip_hop_music,17800000.00,US,USA,"772,800","45,000",185
458,IGN,Action-adventure_game,17700000.00,US,USA,"39,500","2,700",108
459,salmannomanofficial,Entertainment,17700000.00,PK,PAK,"729,900","47,600",159
460,FactTechz,Society,17600000.00,IN,IND,"139,500","5,300",566
461,jasonvlogslife,Lifestyle_(sociology),17600000.00,US,USA,"368,500",896,0
462,PrimeVideoIN,Television_program,17600000.00,US,USA,"18,400",535,4
463,JFlaMusic,Music,17600000.00,KR,KOR,"59,800","3,100",426
464,musicalrmastv1,Music,17600000.00,IQ,IRQ,"103,600","4,500",259
465,mkbhd,Lifestyle_(sociology),17600000.00,US,USA,"1,400,000","81,100","2,500"
466,RepublicTVBharat,News,17600000.00,IN,IND,"7,100",0,3
467,zappytoons,Film,17500000.00,IN,IND,"110,400",625,0
468,ElReinoAJugar,Entertainment,17500000.00,AR,ARG,"216,600",570,0
469,HowToBasic,Lifestyle_(sociology),17400000.00,AU,AUS,"1,800,000","63,500","5,200"
470,stubbornfacts,Film,17400000.00,IN,IND,"20,700","1,000",56
471,TheBrianMaps,Video_game_culture,17400000.00,RU,RUS,"5,100,000","390,700","11,000"
472,anitta,Pop_music,17400000.00,BR,BRA,"67,700","5,600",111
473,jordanmatter,Lifestyle_(sociology),17400000.00,US,USA,"7,900,000","98,500","8,500"
474,TRANSTVofficial,Television_program,17300000.00,ID,IDN,"1,000",17,1
475,JohnyFamilyShow,Lifestyle_(sociology),17300000.00,US,USA,"52,500",129,0
476,popchartbusters,Music,17200000.00,IN,IND,"14,500",350,48
477,Willyrex,Action_game,17200000.00,ES,ESP,"133,400","10,000",72
478,Queen,Music,17200000.00,GB,GBR,"122,500","8,600",206
479,issei0806,Entertainment,17200000.00,JP,JPN,"3,700,000","175,000",156
480,Filaretiki,Lifestyle_(sociology),17200000.00,US,USA,"336,500","10,400",32
481,AayuandPihuShow,Lifestyle_(sociology),17000000.00,IN,IND,"2,600,000","44,300","7,100"
482,SriBalajiMovies,Film,17000000.00,IN,IND,"9,800",281,0
483,PrajapatiNews,Society,17000000.00,IN,IND,"13,200",731,34
484,LikeNastya_IDN,Hobby,17000000.00,ID,IDN,"241,500",0,0
485,VICE,Television_program,17000000.00,US,USA,"45,600",884,56
486,GatoGalactico,Entertainment,17000000.00,BR,BRA,"71,900","1,500",0
487,LahariMusicIndia,Entertainment,17000000.00,IN,IND,"14,000",523,8
488,nomanofficial786,Film,17000000.00,IN,IND,"2,800,000","245,000","1,500"
489,BBCHindi,Society,17000000.00,IN,IND,"84,900",0,181
490,GuavaJuice,Entertainment,17000000.00,US,USA,"172,400","10,400","1,300"
491,withkids2063,Hobby,16900000.00,US,USA,"28,200",0,0
492,BeastPhilanthropy,Lifestyle_(sociology),16900000.00,US,USA,"21,500,000","952,100","24,000"
493,BollywoodClassics,Music,16900000.00,IN,IND,"40,100",191,12
494,DesiMelodies,Music_of_Asia,16800000.00,IN,IND,"2,400,000","9,500",259
495,IvanaAlawi,Food,16800000.00,PH,PHL,"3,200,000","109,400","6,800"
496,NMFNews,Society,16800000.00,IN,IND,"4,000",86,2
497,DeToxoMoroxo-Oficial,Video_game_culture,16800000.00,MX,MEX,"352,900","15,600","2,800"
498,ufc,Mixed_martial_arts,16800000.00,US,USA,"86,700","1,700",189
499,gmmtv,Television_program,16800000.00,TH,THA,"34,000",951,27
500,SagarKalraShorts,Entertainment,16800000.00,IN,IND,"864,100","8,000",129
501,disneyjunior,Film,16800000.00,US,USA,"116,400",342,0
502,TuCOSMOPOLIS,Society,16800000.00,MX,MEX,"37,900","2,400",249
503,Chapitosiki,Lifestyle_(sociology),16800000.00,RU,RUS,"272,800","6,500",15
504,thairathonline,Television_program,16700000.00,TH,THA,"9,100",137,6
505,viralhog,Pet,16700000.00,US,USA,"39,500","1,300",28
506,failarmy,Lifestyle_(sociology),16700000.00,US,USA,"2,200,000","20,700",746
507,IDEASEN5MINUTOSoficial,Lifestyle_(sociology),16700000.00,MX,MEX,"116,500",246,8
508,FunFunMiniWorld,Lifestyle_(sociology),16700000.00,US,USA,"29,500",755,0
509,ch7hd,Entertainment,16600000.00,TH,THA,"2,500",66,1
510,DailyDoseOfInternet,Entertainment,16600000.00,US,USA,"4,000,000","193,200","5,200"
511,KaykaiSalaiderChannel,Lifestyle_(sociology),16600000.00,TH,THA,"813,000","32,500",369
512,LEGO,Film,16600000.00,KR,KOR,"28,000",304,0
513,RCTILAYARDRAMAINDONESIA,Television_program,16600000.00,ID,IDN,"10,200",174,5
514,tarik_alhalapi,Entertainment,16500000.00,TR,TUR,"2,300,000","59,000",154
515,SandraCiresArt,Hobby,16500000.00,US,USA,0,0,0
516,Pitbull,Hip_hop_music,16500000.00,US,USA,"9,800",859,42
517,boyceavenue,Pop_music,16500000.00,US,USA,"17,200","1,400",26
518,LaRosaDeGuadalupeOf,Entertainment,16500000.00,MX,MEX,"58,500","1,200",25
519,samsmith,Music,16500000.00,GB,GBR,"28,500","1,900",67
520,Lyna,Action_game,16400000.00,AR,ARG,"327,300","9,600",816
521,Mrwhosetheboss,Lifestyle_(sociology),16400000.00,GB,GBR,"3,400,000","167,900","1,500"
522,Infobellsbengalirhymes,Entertainment,16400000.00,IN,IND,"746,400","20,500",0
523,GLENTYOUTUBE,Role-playing_video_game,16400000.00,BY,BLR,"1,800,000","100,900","1,800"
524,T3ddy,Entertainment,16400000.00,BR,BRA,"413,500","42,600",941
525,FitDanceTV,Hip_hop_music,16400000.00,BR,BRA,"29,100",844,11
526,jjolatunji,Entertainment,16400000.00,GB,GBR,"2,800,000","145,700","4,600"
527,mattstonie,Food,16400000.00,US,USA,"1,800,000","54,600","1,800"
528,TWICE,Pop_music,16400000.00,KR,KOR,"350,600","51,700",304
529,rubentuestaoficial,Entertainment,16400000.00,AR,ARG,"2,500,000","291,400","1,800"
530,Unspeakable,Lifestyle_(sociology),16400000.00,US,USA,"1,900,000","40,000",318
531,vladandnikiarab,Entertainment,16300000.00,US,USA,"126,100",613,0
532,ADME_RU,Lifestyle_(sociology),16300000.00,RU,RUS,"17,200",472,26
533,DearSir,Entertainment,16300000.00,IN,IND,"266,300","22,500","2,300"
534,JoseComelonEspanol,Film,16300000.00,MX,MEX,"484,600","1,900",0
535,NasyaOfficial,Hobby,16200000.00,ID,IDN,"853,900","15,100",136
536,antrax,Lifestyle_(sociology),16200000.00,MX,MEX,"623,600","39,500",746
537,kidsplay,Lifestyle_(sociology),16200000.00,US,USA,"28,300",132,0
538,DylandPROS,Action-adventure_game,16200000.00,ID,IDN,"21,500",996,28
539,TV9Bharatvarsh,News,16200000.00,IN,IND,"4,100",97,1
540,mkmusic,Christian_music,16100000.00,BR,BRA,"29,200","1,700",67
541,MoreAliA,Video_game_culture,16100000.00,GB,GBR,"645,200","11,900",389
542,MYFAMILYComedy,Humour,16100000.00,IN,IND,"2,600,000","5,400",104
543,camilo,Lifestyle_(sociology),16000000.00,CO,COL,"560,000","17,000",590
544,Arifmuhammadd,Entertainment,16000000.00,ID,IDN,"3,300,000","62,400","2,000"
545,SonyLIV,Entertainment,16000000.00,IN,IND,"9,300",105,4
546,wifistudy,Knowledge,16000000.00,IN,IND,"3,900",184,4
547,katakit_baby,Music,16000000.00,SA,SAU,"174,500","1,200",0
548,MazhavilManorama,Film,16000000.00,IN,IND,"13,300",299,1
549,JulianaBaltar,Lifestyle_(sociology),16000000.00,BR,BRA,"207,800","9,400",139
550,KarlaBustillos,Entertainment,16000000.00,MX,MEX,"5,400,000","362,000","2,100"
551,kuplinovplay,Strategy_video_game,16000000.00,RU,RUS,"1,900,000","124,700","2,300"
552,VolgaVideo,Entertainment,16000000.00,IN,IND,"3,500",22,0
553,DopeLyrics,Hip_hop_music,16000000.00,US,USA,"24,200",242,16
554,hamaarbhojpuri,Music_of_Asia,16000000.00,IN,IND,"32,200","1,200",22
555,yudistardhana,Lifestyle_(sociology),16000000.00,ID,IDN,"492,000","18,300",148
556,MashaBearARAB,Film,15900000.00,SA,SAU,"226,000","4,300",0
557,ChetanMongaVlogs,Film,15900000.00,IN,IND,"1,400,000","95,100",238
558,TeamFilmsBhojpuri,Music_of_Asia,15900000.00,IN,IND,"11,600",241,17
559,KashviAdlakha,Lifestyle_(sociology),15900000.00,IN,IND,"97,900","2,800",16
560,BlippiEspanol,Film,15900000.00,MX,MEX,"245,100",628,0
561,pinkshirtcouple,Lifestyle_(sociology),15800000.00,US,USA,"3,200,000","123,400",843
562,ColorsRishtey1,Entertainment,15800000.00,IN,IND,"3,600",29,1
563,RottenTomatoesTRAILERS,Entertainment,15800000.00,US,USA,"34,600",510,49
564,FCBarcelona,Sport,15800000.00,ES,ESP,"164,500","12,100",172
565,5MCArabic,Hobby,15800000.00,EG,EGY,"32,500",169,4
566,5MinuteCraftsFAMILY,Lifestyle_(sociology),15800000.00,US,USA,"5,200",71,3
567,TheMriDul,Film,15700000.00,IN,IND,"7,400,000","349,500","10,200"
568,TalkingFriends,Film,15700000.00,US,USA,"17,800",125,0
569,SonyMusicSouth,Film,15600000.00,IN,IND,"256,100","3,000",85
570,zutigang,Entertainment,15600000.00,IL,ISR,"124,400","4,900",24
571,HenriqueeJuliano,Music,15600000.00,BR,BRA,"2,000,000","19,100",453
572,FFUNTV,Food,15600000.00,AE,ARE,0,0,0
573,CNN,Society,15600000.00,US,USA,"152,800","2,300",983
574,MobileLegends5v5MOBA,Action_game,15600000.00,US,USA,"80,900",695,6
575,Zayn,Electronic_music,15600000.00,US,USA,"145,200","20,500",935
576,genierock,Rock_music,15600000.00,TH,THA,"66,700",742,41
577,TheHarshBeniwal,Entertainment,15600000.00,IN,IND,0,0,0
578,joerogan,Entertainment,15600000.00,US,USA,"1,200,000","20,700","3,100"
579,SRKMUSIC,Music,15600000.00,IN,IND,"13,000",318,20
580,EliKids,Film,15600000.00,US,USA,"173,500","2,300",0
581,Senya_Super,Lifestyle_(sociology),15500000.00,US,USA,"15,800",117,0
582,ShriPrashant,Religion,15500000.00,IN,IND,"71,800","6,300",44
583,A2Motivation,Society,15500000.00,IN,IND,"715,000","103,500",634
584,LOKESHGAMER,Video_game_culture,15400000.00,IN,IND,"240,400","27,400",660
585,Kerajinan5-Menit,Hobby,15400000.00,ID,IDN,"11,500",70,3
586,romanatwoodvlogs,Vehicle,15400000.00,US,USA,"2,500,000","106,700","4,300"
587,LinusTechTips,Lifestyle_(sociology),15400000.00,CA,CAN,"1,100,000","54,800","3,100"
588,DaveAndAva,Entertainment,15400000.00,US,USA,"164,100",559,0
589,kompastv,Society,15400000.00,ID,IDN,"4,400",34,5
590,_vector_,Entertainment,15400000.00,US,USA,"15,400,000","712,400","1,200"
591,THE_BROWN_SIBLINGS,Entertainment,15400000.00,IN,IND,"234,500","15,600",57
592,Jesser,Lifestyle_(sociology),15400000.00,US,USA,"1,300,000","50,600",321
593,RayWilliamJohnson,Music,15400000.00,US,USA,"2,600,000","237,600","1,800"
594,GoAmiGo,Lifestyle_(sociology),15400000.00,CO,COL,"7,900,000","455,300","2,300"
595,nianaguerrero,Hobby,15400000.00,PH,PHL,"504,800","12,100",290
596,abscbnnews,Society,15400000.00,PH,PHL,"3,800",39,2
597,ndtvindia,Politics,15400000.00,IN,IND,"3,300",38,2
598,MNCTVOfficialId,Entertainment,15300000.00,ID,IDN,"1,200",34,0
599,OyuncakAvi-oyku,Entertainment,15300000.00,TR,TUR,"25,400",0,0
600,studyiqofficial,Knowledge,15200000.00,IN,IND,"16,400",883,21
601,ranzkyle,Hobby,15200000.00,PH,PHL,"399,900","19,100",572
602,MohamedRamadan,Film,15200000.00,EG,EGY,"272,900","6,400",82
603,HongyuASMR,Lifestyle_(sociology),15200000.00,KR,KOR,"368,500","4,100",148
604,DaftarPopuler,Society,15200000.00,ID,IDN,"56,400",749,97
605,EdisonPts,Action-adventure_game,15200000.00,RU,RUS,"1,600,000","108,100","4,200"
606,SupercarBlondie,Lifestyle_(sociology),15200000.00,AE,ARE,"745,100","23,100",425
607,PlayStation,Action-adventure_game,15200000.00,US,USA,"33,100",995,83
608,Thaich8,Television_program,15200000.00,TH,THA,"9,000",135,4
609,kwebbelkop,Entertainment,15200000.00,US,USA,"60,800",602,279
610,mariale,Lifestyle_(sociology),15200000.00,US,USA,"17,700","1,200",19
611,PPMussas,Technology,15200000.00,MX,MEX,"230,400","10,400",393
612,Makiman131,Entertainment,15200000.00,ES,ESP,"238,400","11,000",345
613,LittleAngelBrasil,Film,15100000.00,BR,BRA,"206,800",453,0
614,zncoficial,Music,15100000.00,BR,BRA,"20,400","1,800",33
615,indorephysicalacademy.,Lifestyle_(sociology),15100000.00,IN,IND,"54,800","3,900",95
616,NetflixJr,Film,15100000.00,US,USA,"104,200",197,0
617,TazerCraft,Video_game_culture,15000000.00,BR,BRA,"182,000","12,700",525
618,PeetMontzingo,Lifestyle_(sociology),15000000.00,US,USA,"1,700,000",0,"1,100"
619,XpressTV,Lifestyle_(sociology),15000000.00,MX,MEX,"1,100,000","33,400",311
620,ABCNews,Society,15000000.00,US,USA,"10,900",115,50
621,Therichest,Vehicle,15000000.00,US,USA,"8,500",246,19
622,leagueoflegends,Strategy_video_game,15000000.00,US,USA,"909,100","45,300","1,900"
623,RS1313Shorts,Lifestyle_(sociology),15000000.00,IN,IND,"5,000",49,9
624,mispastelitos,Food,15000000.00,MX,MEX,"1,700,000","89,700",903
625,crashcourse,Knowledge,15000000.00,US,USA,"28,900","1,200",32
626,5MinuteCraftsRecycle,Food,15000000.00,US,USA,"6,300",70,3
627,itowngameplay,Action_game,15000000.00,ES,ESP,"47,100","2,600",167
628,TroomTroomRu,Entertainment,15000000.00,UA,UKR,"96,000","2,000",11
629,jorgeemateus,Music_of_Latin_America,14900000.00,BR,BRA,"72,600","2,400",103
630,cure0721,Entertainment,14900000.00,KR,KOR,"3,300,000","245,100","2,300"
631,iamneetubisht,Lifestyle_(sociology),14900000.00,IN,IND,"3,500,000","200,400",215
632,SusyMouriz,Entertainment,14900000.00,MX,MEX,"4,900,000","364,000","1,400"
633,MattyBRaps,Music,14900000.00,US,USA,"267,900",949,0
634,OReinoInfantil,Music,14900000.00,BR,BRA,"88,300",262,0
635,AadishaktiFilms,Music_of_Asia,14900000.00,IN,IND,"12,500",336,30
636,GyanGaming,Action_game,14800000.00,IN,IND,"264,800","22,700",248
637,fueledbyramen,Independent_music,14800000.00,US,USA,"88,400",696,40
638,camilaloures,Lifestyle_(sociology),14800000.00,BR,BRA,"271,900","16,700",237
639,sevengersofficial,Entertainment,14800000.00,IN,IND,"3,200,000","342,100",486
640,MeghanTrainor,Entertainment,14800000.00,US,USA,"17,600",662,49
641,theslowmoguys,Lifestyle_(sociology),14800000.00,US,USA,"1,100,000","66,200","1,700"
642,majorlazer,Electronic_music,14800000.00,US,USA,"25,700",722,36
643,lachlan,Video_game_culture,14800000.00,AU,AUS,"500,700","19,500",262
644,MalumaVEVO,Pop_music,14800000.00,CO,COL,"226,400","8,500",275
645,chadwildclay,Lifestyle_(sociology),14800000.00,US,USA,"864,700","17,500","3,200"
646,auron,Action-adventure_game,14800000.00,ES,ESP,"1,100,000","48,800",861
647,E_MasterSensei,Video_game_culture,14800000.00,MX,MEX,"519,800","32,200",459
648,MartinGarrix,Electronic_music,14800000.00,US,USA,"40,700","4,000",130
649,facts806,Society,14800000.00,SA,SAU,"12,500",744,17
650,collegehumor,Entertainment,14800000.00,US,USA,"212,000","10,100",487
651,BBCNews,Society,14800000.00,GB,GBR,"66,300",913,444
652,DocTops,Society,14800000.00,EC,ECU,"1,300,000","45,200",881
653,PrestonPlayz,Video_game_culture,14800000.00,US,USA,"787,300","11,900",686
654,vladandnikiport,Lifestyle_(sociology),14700000.00,US,USA,"511,300",0,0
655,TheVishalbhatt,Humour,14700000.00,IN,IND,"446,900","27,600",49
656,nostalgia,Entertainment,14700000.00,BR,BRA,"53,900","6,400",335
657,DentalDigest,Food,14700000.00,US,USA,"6,400,000","209,400",563
658,zeebangla,Entertainment,14700000.00,IN,IND,"1,300",17,0
659,cokestudio,Music,14700000.00,PK,PAK,"1,800,000","1,400",47
660,LikeNastya_Stories,Hobby,14700000.00,US,USA,"77,600",345,0
661,user-ts8yv9np7m,Hobby,14700000.00,KR,KOR,"38,000",159,0
662,infobellskannadarhymes,Film,14700000.00,IN,IND,"348,300","8,100",0
663,ZEE5,Entertainment,14700000.00,IN,IND,256,8,0
664,rebeccazamolo,Lifestyle_(sociology),14600000.00,US,USA,"2,900,000","30,400","2,600"
665,ZigandSharko,Television_program,14600000.00,FR,FRA,"136,900",935,0
666,VijayKumarVinerVlogs,Film,14600000.00,IN,IND,"110,600","3,100",5
667,GMM25Thailand,Entertainment,14600000.00,TH,THA,"2,900",34,0
668,Telemundo,Entertainment,14600000.00,US,USA,"2,800",53,4
669,TheDodo,Lifestyle_(sociology),14600000.00,US,USA,"462,900","12,300",412
670,NatanporAi,Lifestyle_(sociology),14600000.00,BR,BRA,"1,500,000","28,300",221
671,IDEIASINCRIVEIS,Hobby,14600000.00,BR,BRA,"11,000",120,3
672,boramtubetoysreview9575,Lifestyle_(sociology),14600000.00,KR,KOR,"9,500",77,0
673,legendaefunk,Electronic_music,14600000.00,BR,BRA,"3,700",154,8
674,woodyandkleiny,Entertainment,14600000.00,GB,GBR,"524,900","35,100",86
675,NobruTV,Action-adventure_game,14600000.00,BR,BRA,"367,300","31,300",125
676,reactiontime,Lifestyle_(sociology),14600000.00,US,USA,"12,600",681,30
677,TommyInnit,Role-playing_video_game,14600000.00,GB,GBR,"1,400,000","99,000","4,900"
678,LillySingh,Entertainment,14600000.00,CA,CAN,"54,700","3,600",55
679,lesboystv,Lifestyle_(sociology),14500000.00,US,USA,"28,700",0,0
680,GH.S,Film,14500000.00,KR,KOR,"5,100,000","194,600",816
681,IanBoggs,Entertainment,14500000.00,JP,JPN,"2,500,000","175,300","1,800"
682,Drawblogs,Entertainment,14400000.00,PE,PER,"9,300",446,25
683,RosannaPansino,Lifestyle_(sociology),14400000.00,US,USA,"48,500","3,300",31
684,LuliPampin,Entertainment,14400000.00,ES,ESP,"1,200,000","2,500",0
685,CrescendocomLuluca,Lifestyle_(sociology),14400000.00,BR,BRA,"768,300","31,200","1,700"
686,AlexaRivera,Lifestyle_(sociology),14400000.00,US,USA,"3,500,000","87,700","2,500"
687,dangmattsmith,Entertainment,14400000.00,US,USA,"58,000","3,000",274
688,WishFM1075official,Rock_music,14400000.00,PH,PHL,"49,400",711,73
689,BobonSantoso,Lifestyle_(sociology),14400000.00,ID,IDN,"242,200","7,100",137
690,nikkietutorials,Lifestyle_(sociology),14400000.00,NL,NLD,"2,700,000","152,400","1,100"
691,Compot,Video_game_culture,14400000.00,RU,RUS,"1,000,000","40,600","1,700"
692,vladandnikirus,Hobby,14300000.00,US,USA,"832,100","2,700",0
693,JamunaTVbd,Society,14300000.00,BD,BGD,"3,800",70,11
